topic_id,domain,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
39,blogs,demanded,quantity,dp,price,dq,change,elasticity,demand,inelastic,perfectly
40,blogs,remittance,exclude,bad,individual,unable,noise,com,excludability,public,w_i
41,blogs,glass,bottle,fund,manager,kahneman,daniel,typical,etf,helping,recycling
42,blogs,p_n,cdots,faire,laissez,p_,ideal,dc,woman,era,see
43,blogs,gen,emp,sd,h_,active,usury,re,capitalism,null,alternative
44,blogs,interval,non,song,succsim,lagged,aggregator,rivalry,riding,offshore,excludability
45,blogs,utility,function,preference,individual,choice,axiom,allocation,ordinal,m_,expected
46,blogs,col,weighting,state,wage,mw,iota,r_m,singer,humane,aw
47,blogs,announcement,chapter,ic,state,realized,mwg,agent,compatibility,kehoe,incentive
48,blogs,a_,epsilon,u_,cdot,e_,ilo,big,case,time,block
49,blogs,meat,p_xx,p_yy,get,side,add,industrial,organic,insensitive,ration
50,blogs,hat,cohort,pd,red,g_x,pf,alpha_,ytm_n,security,steven
51,blogs,risk,xsp,cad,premia,recycling,hedging,manager,preferential,usd,personal
52,blogs,id,xx,df,al,year,lt,state,paste,xtreg,merge
53,blogs,q_,firm,q_i,pi_,p_,response,best,profit,dq_,cournot
54,blogs,j_,composite,neighborhood,tenant,province,bike,sharing,lot,spread,gentrification
55,blogs,voting,n_l,q_l,q_n,n_n,c_n,clarke,w_h,product,pi_n
56,blogs,power,strong,d_i,calculator,plant,mwh,nbsp,form,news,problem
57,blogs,swiss,franc,pizza,textrm,pop,russia,broker,watch,u,forex
58,blogs,kkt,condition,ii,maximum,global,coal,qualification,theorem,slater,marriage
59,blogs,ticket,movie,energy,crop,eta,tx,bread,price,kg,p_j
60,blogs,player,game,strategy,equilibrium,payoff,probability,t_,nash,theta,action
61,blogs,tax,income,wealth,saving,rate,inequality,consumption,government,household,increase
62,blogs,homothetic,psi_u,matched,nu,nu_s,twice,seller,forall,au,ay
63,blogs,sigma,widetilde,trump,t_j,exposure,white,certificate,align,retirement,end
64,blogs,c_,period,m,mr,consumption,youth,decline,linguistic,dollar,axis
65,blogs,lifetime,unfunded,npv,technology,sf,funded,bedroom,arch,relocation,integrate
66,blogs,ice,cream,participant,reward,tau,cereal,time,rl,l_a,varepsilon_
67,blogs,year,gdp,value,data,variable,would,price,capital,time,growth
68,blogs,monthly,percentage,f_t,decimal,mdp,formula,zone,target,yearly,expressed
69,blogs,would,x_,value,lambda,price,demand,could,one,function,model
70,blogs,l_k,aircraft,movement,cap,cup,subset,pregnant,type,collective,negative
71,blogs,cooky,logically,ingredient,demonstrate,isnt,equipment,price,laborer,checking,generates
72,blogs,err,ride,n_j,phone,trump,apple,donald,ytm,tariff,president
73,blogs,mathcal,information,set,distribution,decision,signal,p_,structure,action,underline
74,blogs,v_i,v_,bidder,u_i,m_i,textbf,expected,dv_,distribution,geq
75,blogs,one,rate,utility,market,price,good,currency,unit,government,would
76,blogs,capitalism,industrial,agrarian,keynesianism,mercantilism,revolution,exploitation,century,th,difference
77,blogs,amp,x_,hline,boldsymbol,text,quad,array,qquad,begin,end
78,blogs,beta_i,borrowed,bin,constrain,prod_,gamma_j,constrained,np_j,geary,gamma_i
79,blogs,q_b,c_b,c_g,q_g,pi,y_b,y_g,x_b,c_,cointegrated
80,blogs,money,rate,bank,interest,inflation,would,bond,government,debt,central
81,blogs,currency,mathop,loc,usd,village,restriction,s_y,kr,quote,convertible
82,blogs,carbon,vat,fee,strictly,prefers,price,year,indifferent,map,value
83,blogs,bike,tuition,healthcare,mdash,pi_l,pi_h,offering,college,announce,company
84,blogs,cost,curve,tc,mc,production,function,leisure,labor,param,substitution
85,blogs,nu,eta,exp,adequately,skipping,stealing,zimbabwe,startup,yielding,gravity
86,blogs,advertising,fa,ca,bop,oa,ka,cola,u_i,increasing,pepsi
87,blogs,model,var,dsge,forecast,sample,amp,forecasting,parameter,chance,shock
