topic_id,domain,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
32,blogs,goodness,tolkien,elf,wordnet,princeton,graphical,gracious,tile,hoof,fleece
33,blogs,human,animal,fish,bird,eat,plant,egg,specie,meat,sick
34,blogs,latest,ensure,insurance,protect,bitter,delight,perfection,assurance,swallow,assure
35,blogs,device,phone,literary,equipment,mobile,electronic,mechanical,telephone,zone,genius
36,blogs,consecutive,bully,successive,provoking,provocateur,typesetting,fondness,bullying,goon,latex
37,blogs,team,bat,toe,enterprise,fantastic,milton,undertaking,inning,endeavour,necklace
38,blogs,prepared,rough,needle,patch,expletive,install,breakdown,expenditure,resignation,packet
39,blogs,president,wall,initial,headline,bush,roof,johnson,nickname,surprising,concert
40,blogs,price,psychological,retail,lobster,pricing,growler,jug,shrimp,kirk,rein
41,blogs,tree,wind,storm,damaged,cocaine,blueberry,outage,consumes,asparagus,resizing
42,blogs,height,profile,concentrated,congratulation,elevation,altitude,nz,doughnut,cactus,kiwi
43,blogs,lock,wake,cattle,awake,anonymous,woke,steven,iraq,intransitively,awaken
44,blogs,letter,message,sign,email,received,write,reply,sent,send,mail
45,blogs,new,city,state,york,area,united,london,track,television,actor
46,blogs,society,loan,id,dig,poverty,stall,widow,hut,utopia,booth
47,blogs,sentence,verb,would,use,one,example,noun,like,phrase,correct
48,blogs,thread,shopping,enclosed,firmly,diminutive,mall,liver,creole,zeugma,sewing
49,blogs,full,abbreviation,dark,acronym,cast,apostrophe,shade,shadow,darkness,solar
50,blogs,bit,employed,improper,contractor,propriety,affinity,fleeting,kludge,proprietor,wolfe
51,blogs,throw,tip,blow,waste,useless,tap,trash,province,garbage,tit
52,blogs,bottle,bee,snake,scared,abstraction,herd,kitten,lid,adolescent,ip
53,blogs,free,arabic,cargo,velocity,arab,messy,peninsula,shipment,displacement,unwillingness
54,blogs,lit,seed,goat,buffalo,inhabitant,berry,polar,sci,ministry,swept
55,blogs,touch,band,breath,shell,urge,whale,listened,smear,stupidity,rebellion
56,blogs,forth,hero,e,settled,echo,mankind,studio,motto,terse,solo
57,blogs,square,annoyed,ginger,orbit,annoy,nasa,satellite,photographer,optimistic,blonde
58,blogs,per,mile,weekend,fuel,metric,efficiency,leap,playful,imperial,km
59,blogs,good,bad,dog,music,taste,bone,nose,smell,musical,poor
60,blogs,snow,appetite,crust,cur,pellet,fluff,blizzard,hobson,cl,illusory
61,blogs,water,fire,air,cold,fear,run,surface,sea,body,rock
62,blogs,hamburger,docile,bing,ecosystem,crossroad,lennon,newscaster,rafter,cinematography,stocked
63,blogs,le,count,countable,uncountable,brand,fewer,xyz,survey,much,abc
64,blogs,silence,sydney,missile,guided,donut,launched,dorothy,unequivocally,amuse,spoonerism
65,blogs,de,river,la,lens,departure,pertinent,mount,xx,indifference,optic
66,blogs,roman,cheese,sticking,defeated,swiss,cracker,fuzzy,cod,slander,tuna
67,blogs,xxx,inquiry,batch,hawaiian,bumped,grudge,hannah,composure,reluctantly,mailbox
68,blogs,song,formula,crew,frog,sung,compiler,referendum,aesop,aye,toad
69,blogs,dictionary,com,http,definition,webster,www,merriam,amp,org,online
70,blogs,practice,religious,religion,holy,archive,muslim,gin,valued,maturity,modesty
71,blogs,term,word,use,used,example,would,one,system,also,work
72,blogs,ocean,fuck,atom,pacific,oxygen,molecule,acoustic,gel,lure,hydrogen
73,blogs,dream,demon,admire,mundane,imitate,welfare,scary,mare,nightmare,emulate
74,blogs,sit,michael,kitchen,harry,bug,bold,mi,insect,indicator,potter
75,blogs,tactic,strategic,parting,renamed,tactical,pomp,cerebral,ferret,litany,enamored
76,blogs,english,word,language,sound,latin,used,french,like,american,pronunciation
77,blogs,register,empty,registered,null,void,egypt,sack,pointer,signifying,cache
78,blogs,past,time,present,tense,verb,would,perfect,event,action,future
79,blogs,nbsp,ticket,ii,bull,cigarette,iii,flip,coordinate,constituent,coordination
80,blogs,pair,tool,engine,instrument,expensive,pencil,damn,scissors,cart,damned
81,blogs,george,impact,weapon,camp,wit,mexican,orwell,nucleus,will,doublespeak
82,blogs,number,value,point,amount,large,zero,unit,base,quantity,string
83,blogs,fruit,skin,orange,vegetable,sharp,abroad,outer,lemon,overseas,peel
84,blogs,food,small,table,drink,piece,glass,eating,restaurant,cake,cut
85,blogs,beneath,hanging,fold,execution,hung,underneath,disposal,mastery,hanged,argot
86,blogs,prison,chest,elderly,disabled,breast,enabled,helper,worldview,cp,inmate
87,blogs,fall,sleep,shape,summer,spring,fell,civil,winter,tower,outline
88,blogs,innocent,disaster,naive,buddy,laser,revelation,photography,pal,erotic,unaffected
89,blogs,shingle,cuomo,lava,viscous,thrower,wanker,caries,slumped,overruled,tosser
90,blogs,question,answer,negative,post,asking,quot,site,ask,request,website
91,blogs,church,vector,scripture,superman,exchanged,orthogonal,cathedral,perpendicular,divergent,tractor
92,blogs,race,bed,population,elephant,pot,horn,lincoln,abraham,trumpet,jungle
93,blogs,major,australian,army,crow,boo,hindi,colonel,sergeant,lieutenant,gratification
94,blogs,vi,facing,governor,gov,govern,governmental,stoic,fascinated,imbalance,compile
95,blogs,judge,span,whip,referee,amused,hipster,umpire,nihilism,migrate,nihilist
96,blogs,man,woman,love,men,slang,oed,old,red,black,white
