topic_id,domain,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
32,blogs,president,wall,initial,headline,bush,roof,johnson,nickname,surprising,concert
33,blogs,price,psychological,retail,lobster,pricing,growler,jug,shrimp,kirk,rein
34,blogs,tree,wind,storm,damaged,cocaine,blueberry,outage,consumes,asparagus,resizing
35,blogs,height,profile,concentrated,congratulation,elevation,altitude,nz,doughnut,cactus,kiwi
36,blogs,letter,message,sign,email,received,write,reply,sent,send,mail
37,blogs,new,city,state,york,area,united,london,track,television,actor
38,blogs,sentence,verb,would,use,one,example,noun,like,phrase,correct
39,blogs,thread,shopping,enclosed,firmly,diminutive,mall,liver,creole,zeugma,sewing
40,blogs,full,abbreviation,dark,acronym,cast,apostrophe,shade,shadow,darkness,solar
41,blogs,bit,employed,improper,contractor,propriety,affinity,fleeting,kludge,proprietor,wolfe
42,blogs,free,arabic,cargo,velocity,arab,messy,peninsula,shipment,displacement,unwillingness
43,blogs,square,annoyed,ginger,orbit,annoy,nasa,satellite,photographer,optimistic,blonde
44,blogs,per,mile,weekend,fuel,metric,efficiency,leap,playful,imperial,km
45,blogs,good,bad,dog,music,taste,bone,nose,smell,musical,poor
46,blogs,snow,appetite,crust,cur,pellet,fluff,blizzard,hobson,cl,illusory
47,blogs,water,fire,air,cold,fear,run,surface,sea,body,rock
48,blogs,hamburger,docile,bing,ecosystem,crossroad,lennon,newscaster,rafter,cinematography,stocked
49,blogs,le,count,countable,uncountable,brand,fewer,xyz,survey,much,abc
50,blogs,silence,sydney,missile,guided,donut,launched,dorothy,unequivocally,amuse,spoonerism
51,blogs,roman,cheese,sticking,defeated,swiss,cracker,fuzzy,cod,slander,tuna
52,blogs,dictionary,com,http,definition,webster,www,merriam,amp,org,online
53,blogs,practice,religious,religion,holy,archive,muslim,gin,valued,maturity,modesty
54,blogs,term,word,use,used,example,would,one,system,also,work
55,blogs,dream,demon,admire,mundane,imitate,welfare,scary,mare,nightmare,emulate
56,blogs,tactic,strategic,parting,renamed,tactical,pomp,cerebral,ferret,litany,enamored
57,blogs,english,word,language,sound,latin,used,french,like,american,pronunciation
58,blogs,register,empty,registered,null,void,egypt,sack,pointer,signifying,cache
59,blogs,past,time,present,tense,verb,would,perfect,event,action,future
60,blogs,pair,tool,engine,instrument,expensive,pencil,damn,scissors,cart,damned
61,blogs,number,value,point,amount,large,zero,unit,base,quantity,string
62,blogs,fruit,skin,orange,vegetable,sharp,abroad,outer,lemon,overseas,peel
63,blogs,food,small,table,drink,piece,glass,eating,restaurant,cake,cut
64,blogs,beneath,hanging,fold,execution,hung,underneath,disposal,mastery,hanged,argot
65,blogs,prison,chest,elderly,disabled,breast,enabled,helper,worldview,cp,inmate
66,blogs,fall,sleep,shape,summer,spring,fell,civil,winter,tower,outline
67,blogs,innocent,disaster,naive,buddy,laser,revelation,photography,pal,erotic,unaffected
68,blogs,question,answer,negative,post,asking,quot,site,ask,request,website
69,blogs,major,australian,army,crow,boo,hindi,colonel,sergeant,lieutenant,gratification
70,blogs,vi,facing,governor,gov,govern,governmental,stoic,fascinated,imbalance,compile
71,blogs,man,woman,love,men,slang,oed,old,red,black,white
