topic_id,domain,term0,term1,term2,term3,term4,term5,term6,term7,term8,term9
30,blogs,oncogene,myc,approved,viral,avian,designation,sox,synonym,neuroblastoma,pgc
31,blogs,nicotine,bead,leech,silica,bleach,cigarette,tar,lengthening,catnip,smoke
32,blogs,hydrophobia,rheobase,population,would,example,human,like,individual,also,time
33,blogs,uniprot,protein,rat,homolog,ontology,actor,fgf,sarcoma,kras,recipient
34,blogs,tip,pipette,ul,ml,rnase,tube,pipetting,volume,bsa,dam
35,blogs,would,specie,one,human,like,question,also,time,could,animal
36,blogs,ror,mycobacteria,asd,mz,alveolus,obstruction,discordant,obstruct,epigenomics,castro
37,blogs,potential,ion,channel,membrane,action,sodium,na,voltage,current,potassium
38,blogs,gluten,laca,glp,dermatol,smilax,topical,bruising,surg,rhizome,pennsylvania
39,blogs,temperature,primer,heat,cold,degree,pcr,hot,tm,annealing,body
40,blogs,colloidal,veggie,guppy,walsh,one,water,mutation,two,paper,like
41,blogs,orf,omega,oil,cyanide,spasm,orthologs,albicans,fish,dha,none
42,blogs,glc,sirt,tia,paresthesia,represent,aminoacids,panic,present,example,blood
43,blogs,crow,corvus,carrion,hooded,corvids,cornix,austria,tentatively,ornithologist,photographed
44,blogs,glove,cattle,effector,latex,aureum,badger,mealworm,epipremnum,sciatic,nitrile
45,blogs,paresthesia,torsion,gastropod,mollusc,sinistral,nickel,alloy,metal,cobalt,chromium
46,blogs,av,affy,hist,egret,comparision,ccl,flybase,one,aa,human
47,blogs,regret,also,system,brain,would,body,dna,one,see,question
48,blogs,silicon,tubulin,retinol,cisplatin,retinoic,silicone,retinoids,dislocation,tuba,alpha
49,blogs,tim,markup,ebolavirus,cyc,clk,sbml,zaire,outbreak,fatality,fruitfly
50,blogs,lb,ft,rpm,initi,metre,kg,rotor,weigh,rnapii,centrifugal
51,blogs,glucose,fruit,sugar,mm,insulin,fat,lipid,acid,fructose,glycogen
52,blogs,mhcii,pufas,mhci,xenon,oblong,hyaline,cell,ventilator,conidium,one
53,blogs,ladybug,sinew,spot,cell,gene,answer,question,different,number,specie
54,blogs,retrovirus,ibs,lentiviruses,gag,lentivirus,env,pol,capsid,cell,pathogenesis
55,blogs,milk,cholesterol,fat,lactose,ldl,horn,fatty,phylum,lipoprotein,hdl
56,blogs,gene,rna,would,also,sequence,dna,one,selection,eye,nbsp
57,blogs,gene,dna,protein,one,sequence,would,two,chromosome,mutation,cell
58,blogs,ligand,receptor,price,z_i,n_i,r_i,tot,w_i,saccade,rl
59,blogs,synesthesia,neighbor,br,inclusive,syn,spelled,synaesthesia,grapheme,altruist,nmeth
60,blogs,iso,percentile,gapdh,protein,would,human,one,also,two,light
61,blogs,one,would,like,also,plant,specie,let,acid,may,even
62,blogs,http,data,file,www,sequence,gt,database,org,lt,ncbi
63,blogs,hplc,fplc,cell,trait,like,plant,time,would,animal,many
64,blogs,veg,dialect,coda,vegetarian,dna,one,also,rna,different,question
65,blogs,mutagen,carcinogen,carcinogenic,hd,mutagenic,al_,iarc,carcinogenesis,residue,oncogenic
66,blogs,photoreception,extraretinal,time,also,one,population,size,would,level,specie
67,blogs,meiosis,egg,secondary,oocyte,sperm,primary,ovum,division,ii,follicle
68,blogs,rh,hydrogen,peroxide,incompatibility,rhesus,mother,miscarriage,tfr,pregnancy,rifampicin
69,blogs,spata,digitalis,arrhythmia,f_a,f_c,f_b,cardioversion,wildebeest,intoxication,sporadic
70,blogs,seed,plant,flower,diploid,hybrid,gamete,pollen,symmetry,parent,produce
